rxcui,drug_name,eis_score,eis_rank,eis_percentile,eis_tier,ehi_v6_score,eii_score,ehi_v6_validation_score,portfolio_value_score,strategic_opportunity_score,deployment_readiness_score,eis_framework_version,eis_weighting_method
772,ancrod,48.7923,13967,53.650604,Foundational,55.5102,30.3651,92.53,41.5551,35.0036,37.1035,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
784,androstenedione,50.9589,13342,55.723151,Foundational,58.4689,32.6527,92.53,44.2344,37.285,39.3535,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
820,anethole trithione,47.9421,14297,52.545467,Foundational,55.5102,29.0571,92.53,41.5551,32.3876,34.4875,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
865,antazoline,53.0966,12762,57.648015,Foundational,58.299,36.0067,92.53,44.1495,44.0186,46.1635,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
866,antazoline phosphate,47.0799,14626,51.450285,Foundational,54.5277,28.0623,92.53,40.4638,31.4705,33.3625,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
873,anthralin,52.8567,12826,57.432298,Foundational,58.6977,35.4843,92.53,44.3488,42.914,44.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
973,antilymphocyte immunoglobulin,43.2857,15522,48.022036,Foundational,49.499,24.0207,92.53,36.1495,26.9166,29.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
981,antimony potassium tartrate,49.5353,13743,54.387362,Foundational,57.1804,30.9581,92.53,43.5902,34.0892,36.7375,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1001,antipyrine,53.6026,12572,58.276915,Foundational,59.0958,36.4787,92.53,44.5479,44.8431,46.6295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1009,antithrombin III,51.157,13333,55.75302,Foundational,55.5102,34.0031,92.53,41.5551,42.2796,44.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1011,"lymphocyte immune globulin, anti-thymocyte globulin",49.0726,13863,53.992433,Foundational,52.7364,31.7709,92.53,38.9682,40.0814,42.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1029,apazone,52.976,12788,57.561728,Foundational,58.3698,35.7939,92.53,44.1849,43.5824,45.6955,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1043,apomorphine,52.5726,12939,57.0606,Foundational,58.6977,35.0473,92.53,44.3488,42.04,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1054,aprindine,40.5421,16499,45.16295,Foundational,44.6113,21.5874,92.53,32.5056,24.6331,27.7375,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1056,aprotinin,52.389,12968,56.966016,Foundational,59.0958,34.6117,92.53,44.5479,41.1091,42.8955,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1091,arginine,52.8184,12841,57.382517,Foundational,59.2501,35.213,92.53,44.625,42.2885,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1098,argipressin,46.7984,15064,49.898779,Foundational,54.5277,27.6293,92.53,40.4638,30.6045,32.4965,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1111,arsenic,47.6607,14307,52.429311,Foundational,55.5102,28.6241,92.53,41.5551,31.5216,33.6215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1115,trihexyphenidyl hydrochloride,51.9087,13113,56.4848,Foundational,56.2443,34.9233,92.53,42.5221,43.0849,45.5045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1151,ascorbic acid,52.8795,12816,57.470463,Foundational,59.3874,35.2542,92.53,44.6937,42.3503,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1156,asparaginase,53.4254,12635,58.066175,Foundational,58.6977,36.3593,92.53,44.3488,44.664,46.6295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1157,asparagine,50.9731,13341,55.72813,Foundational,59.145,32.4145,92.53,44.5725,36.7072,38.4715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1167,aspartate magnesium hydrochloride,42.2032,15823,47.429643,Foundational,47.3891,23.1207,92.53,34.4945,26.3581,28.8625,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1169,aspartic acid,51.2353,13312,55.824373,Foundational,59.0958,32.8367,92.53,44.5479,37.5591,39.3455,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1182,Aspergillus fumigatus,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1191,aspirin,57.9231,11864,60.629895,Operationally Relevant,70.7212,38.6544,92.53,50.3606,47.4505,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1202,atenolol,52.6161,12898,57.188371,Foundational,58.7955,35.0766,92.53,44.3978,42.084,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1204,ATGAM,44.0417,15479,48.631023,Foundational,44.6113,26.9714,92.53,32.5056,35.4011,38.5055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1218,atracurium,52.7481,12870,57.289592,Foundational,57.5161,35.7718,92.53,43.758,43.6662,46.1635,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1219,atracurium besylate,53.0966,12762,57.648015,Foundational,58.299,36.0067,92.53,44.1495,44.0186,46.1635,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1223,atropine,52.7498,12863,57.304527,Foundational,59.0958,35.1667,92.53,44.5479,42.2191,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1225,hyoscyamine sulfate,52.1052,13098,56.527944,Foundational,57.6472,34.7322,92.53,43.8236,41.5672,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1227,auranofin,53.8105,12555,58.333333,Foundational,58.9233,36.865,92.53,44.4616,45.6415,47.5055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1251,azacitidine,53.6409,12565,58.298487,Foundational,59.182,36.5046,92.53,44.591,44.8819,46.6295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1256,azathioprine,52.9571,12792,57.543475,Foundational,58.9233,35.552,92.53,44.4616,43.0155,44.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1266,azlocillin,49.6847,13702,54.520112,Foundational,57.5161,31.0588,92.53,43.758,34.2402,36.7375,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1272,aztreonam,53.1842,12738,57.729324,Foundational,58.7955,35.9506,92.53,44.3978,43.832,45.7535,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1291,bacitracin,52.6161,12898,57.188371,Foundational,58.7955,35.0766,92.53,44.3978,42.084,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1292,baclofen,52.7717,12851,57.34767,Foundational,59.145,35.1815,92.53,44.5725,42.2413,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1321,bamethan,46.8548,15063,50.013275,Foundational,52.7364,28.3589,92.53,38.9682,33.2574,35.3055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1325,barbital,47.362,14377,52.289924,Foundational,54.5277,28.4963,92.53,40.4638,32.3385,34.2305,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1331,barium sulfate,49.7832,13652,54.687707,Foundational,58.3698,30.8819,92.53,44.1849,33.7584,35.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1347,beclomethasone,52.2486,13087,56.567768,Foundational,57.9696,34.8289,92.53,43.9848,41.7123,44.0055,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1348,beclomethasone dipropionate,52.7108,12878,57.261383,Foundational,58.3698,35.3859,92.53,44.1849,42.7664,44.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
