rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,methodology_version,calculation_date,source_coverage_flag
4502,flurbiprofen,67.14185318130187,28.12,28.12,89.4796463971945,46.83,46.83,43.592003560128845,28.53,28.53,117.13178065357152,78.77,78.77,29.788923435799994,60.52,60.52,43.72,3714,33.07,4,Limited Enterprise Impact,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4508,flutamide,35.669292744526636,5.28,5.28,66.0906193038866,29.23,29.23,86.3527118448451,67.01,67.01,43.504962943797494,29.33,29.33,33.79102858946922,66.44,66.44,33.34,4749,11.77,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4530,formaldehyde,94.98819906363248,52.52,52.52,41.43093293189863,11.71,11.71,146.5882366790276,91.79,91.79,113.96314360861302,77.5,77.5,6.350496575908641,11.38,11.38,49.8,3106,49.57,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4603,furosemide,54.32126274557574,17.07,17.07,105.2593117311741,57.77,57.77,97.32657611806653,74.11,74.11,16.398791661731803,6.39,6.39,15.091189950392096,32.31,32.31,38.58,4228,21.07,4,Limited Enterprise Impact,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4637,galantamine,187.68371382600114,94.03,94.03,291.229021136664,98.87,98.87,75.13968572036795,58.47,58.47,109.2639906352754,75.62,75.62,4.13819221555473,6.41,6.41,76.6,504,97.54,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4678,ganciclovir,59.05129852140881,21.07,21.07,152.0151701954895,80.67,80.67,40.524543984115226,25.43,25.43,157.94770212891348,90.42,90.42,8.933539755019812,17.36,17.36,46.87,3399,41.45,3,Operationally Relevant,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4719,gemfibrozil,77.09735572681845,36.96,36.96,125.79427175675427,69.64,69.64,96.07330703510273,73.4,73.4,179.11778026865426,93.88,93.88,42.03034069339701,76.2,76.2,64.88,1600,85.36,2,Strategically Important,Population Impact Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4815,glyburide,136.38626394334443,79.15,79.15,33.87965463185544,7.31,7.31,45.62424751467269,30.62,30.62,63.75567588255045,47.13,47.13,11.842669069393533,24.63,24.63,41.23,3963,26.94,4,Limited Enterprise Impact,Utilization Intelligence,Population Impact Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4821,glipizide,44.46702955852142,10.21,10.21,36.498257004830634,8.76,8.76,108.26203240665258,79.76,79.76,39.463627277223495,25.71,25.71,45.80620546760447,79.74,79.74,33.04,4778,11.36,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4832,glucagon,34.23908114941835,4.7,4.7,8.327587773749574,0.15,0.15,103.38458766298363,77.51,77.51,57.69284998483001,42.08,42.08,64.43615469805869,90.87,90.87,32.35,4847,10.27,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4885,glutamine,100.7924637482291,57.18,57.18,64.37980381179716,27.88,27.88,94.68845778680482,72.48,72.48,165.35316497886555,91.81,91.81,22.788310323002303,48.57,48.57,57.25,2361,69.55,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4910,glycerin,104.67892119507995,60.08,60.08,76.2187791911519,37.07,37.07,68.17207496842556,52.49,52.49,28.00665150594201,15.5,15.5,10.000218916013392,20.02,20.02,42.12,3874,28.99,4,Limited Enterprise Impact,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4917,nitroglycerin,134.41839398302068,78.19,78.19,78.0760210448988,38.46,38.46,92.99895248109662,71.42,71.42,8.208679930062177,1.85,1.85,5.226817284248928,8.82,8.82,48.52,3234,45.92,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4952,thyrotropin alfa,118.99166379526814,69.84,69.84,73.12914624465674,34.8,34.8,51.2509263425615,36.13,36.13,37.37561227276903,23.8,23.8,54.09536348605783,85.74,85.74,49.02,3184,47.39,3,Operationally Relevant,Risk Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
4955,glycopyrrolate,106.6313907302573,61.51,61.51,29.869774748344362,5.5,5.5,80.43090273677429,62.55,62.55,28.91203526727277,16.28,16.28,30.691889180261445,61.83,61.83,40.96,3990,26.31,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5021,griseofulvin,62.814515187368904,24.33,24.33,107.84118011041656,59.34,59.34,47.45413577978568,32.45,32.45,46.27528329512009,31.91,31.91,18.2697478459102,39.55,39.55,37.37,4349,18.55,4,Limited Enterprise Impact,Spend Intelligence,Risk Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5033,guanabenz,103.24053876403923,59.06,59.06,292.36015648350684,98.91,98.91,94.77520173414112,72.52,72.52,235.32412002137045,98.08,98.08,34.43373583145792,67.34,67.34,78.4,373,98.32,1,Enterprise Critical,Spend Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5084,halcinonide,106.42437758168242,61.33,61.33,64.47383927971515,27.95,27.95,73.05082614694268,56.7,56.7,59.11995696075928,43.22,43.22,18.939202176448262,40.94,40.94,47.3,3356,42.53,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5093,haloperidol,61.54590983544364,23.28,23.28,83.96125054029096,42.86,42.86,91.21854812593058,70.24,70.24,81.586878113049,60.57,60.57,25.391599027474516,53.33,53.33,46.17,3469,39.64,4,Limited Enterprise Impact,Disease Burden Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5224,heparin,213.13374791861258,97.05,97.05,177.0020089515627,87.94,87.94,64.19984420865258,48.92,48.92,122.47767091695746,80.85,80.85,24.399949483955027,51.55,51.55,78.17,386,98.25,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5293,hexachlorophene,116.27211293380397,67.95,67.95,224.33588744908178,95.43,95.43,71.38850700022847,55.29,55.29,17.07842314350481,6.84,6.84,140.59476335076144,99.67,99.67,66.29,1460,87.66,2,Strategically Important,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5464,hyaluronidase,52.476293902134216,15.62,15.62,67.7283583155643,30.45,30.45,70.53897882910779,54.54,54.54,99.38423454052162,70.85,70.85,20.425782076255217,44.03,44.03,38.24,4262,20.35,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5470,hydralazine,134.7437703798909,78.36,78.36,89.2455496169406,46.66,46.66,24.379039645000645,10.24,10.24,18.91460633171579,8.17,8.17,7.114054468796855,13.17,13.17,39.76,4110,23.61,4,Limited Enterprise Impact,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5487,hydrochlorothiazide,145.95124351705132,83.11,83.11,112.62300358043039,62.4,62.4,18.799391293087314,6.03,6.03,23.37741036016608,11.7,11.7,7.6930221246850214,14.48,14.48,44.94,3592,36.25,4,Limited Enterprise Impact,Utilization Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5489,hydrocodone,112.880959330998,65.75,65.75,122.16858004138365,67.65,67.65,56.20102222082221,41.24,41.24,43.47688666575607,29.29,29.29,41.3345565001667,75.44,75.44,56.82,2404,68.49,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5492,hydrocortisone,80.41425437168326,39.85,39.85,62.36319158112424,26.21,26.21,56.85174739516045,41.83,41.83,75.05353475451017,55.93,55.93,8.620008268165279,16.57,16.57,36.92,4394,17.65,4,Limited Enterprise Impact,Population Impact Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5509,hydroquinone,60.111552118435185,21.97,21.97,112.90714920674776,62.57,62.57,96.57351844399582,73.7,73.7,69.20930721194766,51.42,51.42,50.94352615760115,83.85,83.85,53.07,2779,58.56,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5514,hydroxocobalamin,88.02502064887433,46.56,46.56,161.41220197988216,83.74,83.74,79.85603653474689,62.03,62.03,29.01526650929018,16.37,16.37,1.1090894559774507,0.91,0.91,49.86,3100,49.71,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5521,hydroxychloroquine,108.98714559081317,63.16,63.16,79.18643280723803,39.32,39.32,148.3747582453351,92.13,92.13,81.99022687653817,60.81,60.81,38.476348300179325,72.34,72.34,63.56,1731,83.2,2,Strategically Important,Disease Burden Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5531,hetastarch,92.2904946595591,50.18,50.18,151.5217523222121,80.51,80.51,176.53823082186616,96.12,96.12,106.11154126206077,74.22,74.22,16.695139384689526,35.98,35.98,69.14,1180,91.52,2,Strategically Important,Disease Burden Intelligence,Spend Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5542,17-alpha-hydroxyprogesterone,180.3406222037135,92.84,92.84,119.97818393315238,66.41,66.41,73.7432194911034,57.25,57.25,113.27743808625512,77.19,77.19,35.53839740224831,68.88,68.88,74.37,690,96.29,1,Enterprise Critical,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5552,hydroxyurea,124.99880673837083,73.23,73.23,36.06770694334804,8.53,8.53,6.562067362833898,0.53,0.53,40.35570689102852,26.47,26.47,6.625626594006341,11.97,11.97,29.38,5139,6.78,4,Limited Enterprise Impact,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5553,hydroxyzine,56.451506945475025,18.75,18.75,116.58692336326756,64.6,64.6,77.15558262233615,59.88,59.88,34.69368732467125,21.35,21.35,26.447918388132805,55.19,55.19,42.47,3839,29.88,4,Limited Enterprise Impact,Spend Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5640,ibuprofen,49.364495586135135,13.43,13.43,99.39885404957221,53.82,53.82,39.787401873126534,24.73,24.73,121.24311327338833,80.43,80.43,10.032109126405794,20.11,20.11,36.51,4435,16.95,4,Limited Enterprise Impact,Population Impact Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5653,idoxuridine,116.75741265661776,68.28,68.28,20.997500463345393,2.23,2.23,121.76558344040777,85.3,85.3,64.07843223924034,47.43,47.43,0.22968611065045114,0.07,0.07,45.22,3564,37.02,4,Limited Enterprise Impact,Disease Burden Intelligence,Utilization Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5657,ifosfamide,81.37993458742808,40.77,40.77,38.69307486712339,10.03,10.03,111.49847230008395,81.24,81.24,204.24700544482783,96.28,96.28,20.444409037223686,44.08,44.08,49.84,3102,49.67,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5690,imipenem,130.27115342870178,76.14,76.14,116.1872700353323,64.39,64.39,27.70690309788258,13.11,13.11,20.51355983769257,9.38,9.38,22.108468746462645,47.38,47.38,47.71,3315,43.71,3,Operationally Relevant,Utilization Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5691,imipramine,116.23872341893136,67.92,67.92,63.76197921574922,27.31,27.31,112.02285229432668,81.49,81.49,109.23652628426777,75.61,75.61,51.57555825260783,84.25,84.25,63.27,1760,82.63,2,Strategically Important,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5764,indapamide,88.2242615380457,46.75,46.75,236.87365137458042,96.52,96.52,79.33229590247562,61.61,61.61,112.49555748647353,76.87,76.87,12.006646982317076,25.07,25.07,64.51,1637,84.78,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
5781,indomethacin,56.81138858676723,19.11,19.11,84.20805203569866,43.02,43.02,85.88506438276613,66.69,66.69,66.4254766551034,49.36,49.36,41.85905183566436,75.97,75.97,44.83,3603,35.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6011,isocarboxazid,36.590974466114645,5.76,5.76,93.57634603989251,49.71,49.71,106.86014551541642,79.14,79.14,28.06022262659193,15.54,15.54,68.45248920020123,92.3,92.3,41.54,3932,27.62,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6026,isoflurane,102.30233731634864,58.38,58.38,91.314425038322,48.1,48.1,21.018191251033326,7.67,7.67,72.31751978574248,53.81,53.81,15.119387883865974,32.41,32.41,42.39,3847,29.69,4,Limited Enterprise Impact,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6054,isoproterenol,44.02886609946018,9.97,9.97,140.09666781761254,76.28,76.28,87.6492476159869,67.93,67.93,114.0856107616156,77.55,77.55,34.08793591834146,66.81,66.81,53.96,2690,61.0,3,Operationally Relevant,Population Impact Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6057,isosorbide,55.53136876057204,18.05,18.05,107.52576914701253,59.14,59.14,72.69073113542964,56.41,56.41,32.222646085719845,19.16,19.16,60.557607913562485,89.25,89.25,43.28,3758,31.93,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6058,isosorbide dinitrate,99.22438085537226,55.88,55.88,29.457308922156187,5.31,5.31,36.95670510261322,21.96,21.96,46.471942819323644,32.12,32.12,31.245042427247448,62.64,62.64,33.57,4726,12.12,4,Limited Enterprise Impact,Risk Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6064,isotretinoin,94.48152774002256,52.07,52.07,28.2219848926264,4.82,4.82,61.8530551082729,46.73,46.73,163.27064021589192,91.48,91.48,60.17361381334419,89.04,89.04,48.8,3206,46.7,3,Operationally Relevant,Population Impact Intelligence,Risk Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6069,ivermectin,47.11562494745022,11.87,11.87,36.477457078718594,8.75,8.75,107.62152610023155,79.47,79.47,7.00125324591963,1.45,1.45,10.346428001500907,20.96,20.96,23.96,5620,2.57,4,Limited Enterprise Impact,Disease Burden Intelligence,Risk Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6099,kanamycin,153.90310753636382,86.02,86.02,87.58360229341675,45.47,45.47,87.4500208242817,67.79,67.79,29.223644365759668,16.55,16.55,5.5742025178191446,9.54,9.54,54.17,2669,61.63,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6130,ketamine,151.93362685752538,85.31,85.31,65.22143480060974,28.51,28.51,82.14047489830858,63.92,63.92,55.44435886498004,40.03,40.03,28.174132236710555,58.1,58.1,57.32,2354,69.71,3,Operationally Relevant,Utilization Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6135,ketoconazole,118.59867599135995,69.56,69.56,146.25420159880136,78.64,78.64,107.82515486506085,79.56,79.56,16.20312419384082,6.24,6.24,31.23427078601555,62.62,62.62,63.64,1723,83.36,2,Strategically Important,Disease Burden Intelligence,Spend Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6142,ketoprofen,118.52767892853035,69.51,69.51,96.55244713450392,51.93,51.93,20.39594332394795,7.21,7.21,49.07405077071549,34.5,34.5,25.364341634554933,53.27,53.27,45.78,3508,38.57,4,Limited Enterprise Impact,Utilization Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6146,ketotifen,118.59938189521337,69.56,69.56,114.37869359890018,63.41,63.41,44.4563707462673,29.49,29.49,196.2376322847171,95.59,95.59,58.01660002921777,88.05,88.05,65.76,1513,86.8,2,Strategically Important,Population Impact Intelligence,Risk Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6185,labetalol,427.4515979948984,99.99,99.99,185.19399561377813,89.72,89.72,61.513553333811224,46.46,46.46,71.03889020449654,52.82,52.82,43.98139941567684,78.15,78.15,77.46,438,97.94,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6218,lactulose,145.34019627409907,82.84,82.84,206.42072664621492,93.42,93.42,65.30903188141383,49.95,49.95,22.537822329631133,10.98,10.98,21.789738558860915,46.78,46.78,64.52,1636,84.8,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Population Impact Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6313,leucovorin,126.51921928517147,73.99,73.99,78.83942186008427,39.1,39.1,175.73467513516061,96.05,96.05,81.75936566052309,60.67,60.67,29.026790347998585,59.45,59.45,66.23,1466,87.57,2,Strategically Important,Disease Burden Intelligence,Utilization Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6373,levonorgestrel,59.42443797990401,21.38,21.38,232.66417009899018,96.18,96.18,93.34834262936837,71.64,71.64,78.16027670873362,58.15,58.15,7.269682976361931,13.56,13.56,54.87,2599,63.43,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6375,levodopa,80.79077549014804,40.18,40.18,56.153058835171095,21.56,21.56,151.88510206536336,92.76,92.76,171.51679265629366,92.8,92.8,25.72262959605329,53.93,53.93,55.31,2555,64.53,3,Operationally Relevant,Population Impact Intelligence,Disease Burden Intelligence,Spend Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6378,levorphanol,253.1160935676471,99.05,99.05,89.26427203581223,46.67,46.67,22.837508860939902,8.92,8.92,188.84150664732445,94.95,94.95,47.83011356619792,81.51,81.51,65.56,1533,86.46,2,Strategically Important,Utilization Intelligence,Population Impact Intelligence,Disease Burden Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
6387,lidocaine,28.185639260867042,2.6,2.6,190.2082420602948,90.77,90.77,20.19084946677628,7.07,7.07,38.54202056440137,24.82,24.82,11.298244128875591,23.23,23.23,30.93,4987,8.47,4,Limited Enterprise Impact,Spend Intelligence,Population Impact Intelligence,Utilization Intelligence,EHI_PROTOTYPE_V1,2026-06-04 23:22:51,Prototype
